0.500,25.0750,70.0,1.0000,30.0000,1
1.000,25.1465,70.0,1.0000,30.0000,1
1.500,25.2147,70.0,1.0000,30.0000,1
2.000,25.2796,70.0,1.0000,30.0000,1
2.500,25.3416,70.0,1.0000,30.0000,1
3.000,25.4007,70.0,1.0000,30.0000,1
3.500,25.4570,70.0,1.0000,30.0000,1
4.000,25.5312,70.0,1.0000,30.0000,0
4.500,25.6053,70.0,1.0000,30.0000,0
5.000,25.6521,70.0,1.0000,30.0000,1
5.500,25.6966,70.0,1.0000,30.0000,1
6.000,25.7705,70.0,1.0000,30.0000,0
